image_names,tags
stitch_509,clear primary water bare_ground clear primary road water clear primary partly_cloudy primary water 
stitch_510,clear primary agriculture clear primary road clear primary agriculture clear cultivation habitation primary road water 
stitch_511,agriculture cultivation habitation partly_cloudy primary clear primary clear primary water agriculture clear primary 
stitch_512,partly_cloudy primary agriculture clear habitation primary road agriculture clear primary agriculture clear cultivation habitation primary road 
stitch_513,agriculture clear cultivation habitation primary clear primary agriculture clear cultivation primary clear primary 
stitch_514,agriculture partly_cloudy primary   agriculture clear cultivation primary 
stitch_515,agriculture clear cultivation habitation primary water clear primary road selective_logging clear primary clear primary 
stitch_516,agriculture clear primary road clear primary water clear primary agriculture clear primary road water 
stitch_517,clear primary clear primary clear primary agriculture clear cultivation primary 
stitch_518,agriculture partly_cloudy primary road agriculture clear cultivation primary agriculture clear cultivation primary partly_cloudy primary road water 
stitch_519,bare_ground clear water agriculture clear habitation primary road clear primary agriculture clear primary road slash_burn 
stitch_520,agriculture clear habitation primary road  clear primary agriculture cultivation habitation partly_cloudy primary road 
stitch_521, clear primary water partly_cloudy primary agriculture clear cultivation primary 
stitch_522,partly_cloudy primary clear primary agriculture clear cultivation primary agriculture clear cultivation primary slash_burn 
stitch_523,clear primary clear primary agriculture clear primary clear cultivation primary 
stitch_524, partly_cloudy primary  clear primary 
stitch_525,cloud haze
stitch_526,partly_cloudy primary clear primary agriculture clear primary partly_cloudy primary 
stitch_527,clear primary partly_cloudy primary partly_cloudy primary road clear primary water 
stitch_528,agriculture clear cultivation habitation primary road agriculture clear primary blooming clear primary agriculture clear primary water 
stitch_529,agriculture partly_cloudy primary partly_cloudy primary  partly_cloudy primary 
stitch_530,partly_cloudy primary agriculture clear habitation primary road agriculture partly_cloudy primary road clear primary 
stitch_531,agriculture clear primary clear primary  clear primary water 
stitch_532,clear primary clear primary agriculture clear cultivation primary road clear primary 
stitch_533,clear primary clear primary agriculture partly_cloudy primary water agriculture clear primary road 
stitch_534, clear primary road clear water partly_cloudy primary 
stitch_535,clear primary partly_cloudy primary water clear cultivation primary agriculture clear cultivation primary water 
stitch_536,clear primary agriculture clear habitation road clear primary water partly_cloudy primary 
stitch_537,clear primary partly_cloudy primary agriculture clear habitation primary road partly_cloudy primary 
stitch_538,clear primary agriculture clear habitation primary road agriculture partly_cloudy primary road agriculture clear cultivation primary 
stitch_539,agriculture clear primary clear cultivation primary partly_cloudy primary agriculture partly_cloudy primary 
stitch_540,cloud haze
stitch_541, clear primary clear primary clear primary 
stitch_542,clear primary water blooming clear primary artisinal_mine clear water clear primary 
stitch_543, clear primary clear primary agriculture clear water 
stitch_544,agriculture clear primary water clear primary  clear primary 
stitch_545, clear primary agriculture habitation partly_cloudy primary road clear cultivation primary water 
stitch_546,clear primary clear primary clear primary road water  
stitch_547, clear primary clear primary water agriculture clear primary road 
stitch_548,clear primary clear primary clear habitation primary water clear primary water 
stitch_549,clear primary clear habitation road  clear primary 
stitch_550, agriculture clear cultivation habitation primary road clear primary clear primary water 
stitch_551,agriculture partly_cloudy primary  clear primary agriculture clear cultivation primary 
stitch_552,clear primary agriculture clear primary partly_cloudy primary partly_cloudy primary 
stitch_553,clear primary agriculture clear cultivation primary road agriculture artisinal_mine clear primary water clear primary 
stitch_554,partly_cloudy primary agriculture clear cultivation primary clear primary clear primary 
stitch_555,clear habitation primary road clear primary partly_cloudy primary clear primary 
stitch_556,bare_ground clear clear water clear primary partly_cloudy primary 
stitch_557,clear primary partly_cloudy primary clear primary  
stitch_558,clear primary partly_cloudy primary   
stitch_559, agriculture partly_cloudy primary agriculture clear cultivation primary slash_burn clear primary 
stitch_560,agriculture clear primary water agriculture clear primary road clear primary water clear primary 
stitch_561,agriculture clear cultivation habitation primary road  agriculture clear habitation primary road clear primary 
stitch_562,agriculture clear habitation primary road agriculture clear cultivation primary agriculture clear cultivation primary water agriculture clear habitation primary road 
stitch_563,agriculture clear cultivation primary selective_logging agriculture partly_cloudy road  agriculture clear primary 
stitch_564, clear primary road clear primary  
stitch_565,clear primary clear primary  clear primary water 
stitch_566,partly_cloudy primary clear primary clear primary  
stitch_567,agriculture clear habitation primary road agriculture clear primary road clear cultivation habitation primary road agriculture clear primary water 
stitch_568,clear primary agriculture clear primary water clear primary clear primary 
stitch_569,agriculture clear cultivation habitation primary water blooming clear primary clear cultivation primary water clear primary 
stitch_570,clear primary agriculture partly_cloudy primary water clear primary agriculture clear primary water 
stitch_571,partly_cloudy primary clear primary clear primary agriculture clear primary road 
stitch_572,clear primary clear primary clear primary agriculture clear primary 
stitch_573,clear primary agriculture clear primary road water clear primary water partly_cloudy primary 
stitch_574,clear primary clear primary clear primary agriculture clear cultivation habitation primary 
stitch_575,blooming clear cultivation primary partly_cloudy primary agriculture clear primary road clear primary 
stitch_576,clear primary agriculture clear habitation primary road water clear habitation water clear primary 
stitch_577, agriculture clear habitation primary road clear habitation primary clear primary water 
stitch_578,agriculture clear primary road water partly_cloudy primary partly_cloudy primary agriculture clear primary road water 
stitch_579,clear primary agriculture clear cultivation primary water  agriculture clear cultivation primary road 
stitch_580,clear primary agriculture cultivation partly_cloudy primary road agriculture clear cultivation primary water partly_cloudy primary 
stitch_581,agriculture clear primary water agriculture clear cultivation habitation primary water   
stitch_582,partly_cloudy primary partly_cloudy primary agriculture artisinal_mine bare_ground clear primary road water agriculture clear primary road 
stitch_583,clear primary clear primary clear primary agriculture clear cultivation habitation primary 
stitch_584,partly_cloudy primary road water  agriculture clear cultivation habitation primary water agriculture clear habitation primary road 
stitch_585,clear primary partly_cloudy primary clear primary blow_down clear primary 
stitch_586,clear primary conventional_mine partly_cloudy primary road  clear primary 
stitch_587,clear primary agriculture clear primary road water partly_cloudy primary clear primary water 
stitch_588,agriculture clear primary water clear primary clear primary agriculture partly_cloudy primary 
stitch_589,clear primary clear primary  partly_cloudy primary 
stitch_590,agriculture clear primary  clear primary partly_cloudy primary 
stitch_591,clear primary water   clear primary 
stitch_592,agriculture partly_cloudy primary clear primary clear primary road agriculture clear primary 
stitch_593,clear primary agriculture clear primary slash_burn agriculture clear cultivation primary road agriculture partly_cloudy primary 
stitch_594,clear primary clear primary partly_cloudy primary agriculture clear primary road 
stitch_595, bare_ground clear road agriculture partly_cloudy primary clear primary 
stitch_596,agriculture clear cultivation primary road water partly_cloudy primary water agriculture clear primary road water partly_cloudy primary 
stitch_597,partly_cloudy primary clear primary road partly_cloudy primary clear primary 
stitch_598,partly_cloudy primary agriculture clear primary road clear primary  
stitch_599, clear primary clear primary clear primary 
stitch_600, clear primary clear primary agriculture clear primary road 
stitch_601,clear primary agriculture clear primary water clear primary clear primary 
stitch_602,bare_ground clear primary agriculture clear primary water agriculture clear primary road agriculture clear primary 
stitch_603,bare_ground clear primary clear primary water cultivation partly_cloudy primary slash_burn agriculture clear primary 
stitch_604,clear primary clear primary clear primary partly_cloudy primary 
stitch_605,clear primary clear primary water clear primary clear primary 
stitch_606, agriculture clear habitation primary road bare_ground clear primary artisinal_mine clear primary water 
stitch_607,partly_cloudy primary agriculture clear cultivation primary road agriculture partly_cloudy primary road  
stitch_608,agriculture clear primary road clear primary clear primary road water agriculture cultivation partly_cloudy primary 
stitch_609,clear cultivation habitation primary road  agriculture clear habitation primary road  
stitch_610, clear primary clear primary water partly_cloudy primary 
stitch_611,agriculture clear primary clear primary agriculture clear primary agriculture clear primary 
stitch_612,partly_cloudy primary agriculture clear cultivation primary road clear primary water clear primary 
stitch_613,agriculture clear cultivation primary  agriculture clear cultivation habitation primary road partly_cloudy primary 
stitch_614,clear primary clear primary  partly_cloudy primary 
stitch_615,agriculture clear primary road water agriculture partly_cloudy primary clear primary agriculture clear cultivation primary 
stitch_616,agriculture clear primary water agriculture clear primary road clear primary agriculture cultivation partly_cloudy primary road 
stitch_617,agriculture partly_cloudy primary road water agriculture cultivation partly_cloudy primary  partly_cloudy primary 
stitch_618,agriculture clear habitation primary road clear primary clear primary water clear primary 
stitch_619,clear primary clear primary clear primary road water clear primary 
stitch_620,agriculture cultivation partly_cloudy primary clear primary  agriculture clear habitation primary road water 
stitch_621,cultivation habitation partly_cloudy primary road clear cultivation habitation primary road clear primary partly_cloudy primary 
stitch_622,agriculture clear primary road water agriculture partly_cloudy primary road clear primary water agriculture clear primary water 
stitch_623,agriculture partly_cloudy primary road agriculture clear primary agriculture clear primary partly_cloudy primary 
stitch_624,agriculture clear cultivation primary water agriculture cultivation partly_cloudy primary road clear primary agriculture clear primary road water 
stitch_625,clear primary artisinal_mine clear primary road water agriculture clear cultivation primary slash_burn clear primary 
stitch_626, clear primary clear primary agriculture clear primary 
stitch_627,partly_cloudy primary clear primary  clear primary 
stitch_628,agriculture clear primary road clear primary water partly_cloudy primary blooming clear primary 
stitch_629,cloud haze
stitch_630,clear primary road clear primary road clear primary water agriculture clear habitation primary road 
stitch_631,agriculture clear habitation primary road clear primary  agriculture clear primary 
stitch_632,partly_cloudy primary partly_cloudy primary road clear primary agriculture clear primary 
stitch_633,agriculture clear habitation primary road clear primary clear primary agriculture clear cultivation primary water 
stitch_634,clear primary road water clear primary clear primary water clear primary 
stitch_635,partly_cloudy primary water agriculture clear primary water partly_cloudy primary clear primary water 
stitch_636,agriculture clear cultivation primary clear primary clear primary clear primary 
stitch_637,agriculture partly_cloudy primary water agriculture cultivation partly_cloudy primary road  agriculture clear primary water 
stitch_638,clear primary clear primary water clear primary clear primary 
stitch_639,agriculture clear primary water clear primary clear primary agriculture clear habitation primary road 
stitch_640,agriculture clear primary agriculture clear cultivation habitation primary road  partly_cloudy primary 
stitch_641,clear primary agriculture clear primary partly_cloudy primary road clear primary 
stitch_642,clear primary clear primary clear primary clear primary 
stitch_643,clear cultivation primary clear primary partly_cloudy primary clear primary 
stitch_644,clear primary partly_cloudy primary clear primary partly_cloudy primary 
stitch_645,partly_cloudy primary clear primary agriculture clear cultivation primary clear primary water 
stitch_646,agriculture clear primary road water agriculture clear primary road agriculture clear primary road blooming clear primary 
stitch_647, agriculture clear primary road clear primary clear primary 
stitch_648,cloud haze
stitch_649,agriculture clear primary road clear primary  partly_cloudy primary 
stitch_650,partly_cloudy primary selective_logging agriculture clear primary road clear primary clear primary 
stitch_651,blooming clear primary bare_ground habitation partly_cloudy primary road agriculture clear habitation primary water partly_cloudy primary water 
stitch_652,clear primary clear primary road water clear primary clear primary 
stitch_653,agriculture clear primary bare_ground clear primary road agriculture clear cultivation habitation primary road agriculture clear primary 
stitch_654,clear primary road selective_logging water agriculture clear cultivation primary road  agriculture clear primary 
stitch_655,clear primary agriculture clear primary agriculture clear cultivation primary water clear primary 
stitch_656,agriculture cultivation partly_cloudy primary clear primary agriculture partly_cloudy primary road agriculture partly_cloudy primary 
stitch_657,clear primary agriculture clear cultivation primary clear primary partly_cloudy primary water 
stitch_658,cloud haze
stitch_659, clear primary clear primary clear primary 
stitch_660,clear cultivation primary road water  partly_cloudy primary agriculture clear primary road 
stitch_661,agriculture clear primary road bare_ground clear primary water agriculture clear primary road clear primary 
stitch_662, partly_cloudy primary agriculture clear primary agriculture partly_cloudy primary 
stitch_663,clear primary clear primary partly_cloudy primary  
stitch_664,agriculture clear primary road clear primary clear primary agriculture clear primary 
stitch_665, agriculture cultivation partly_cloudy primary agriculture clear cultivation primary agriculture clear cultivation habitation primary road 
stitch_666, agriculture clear habitation primary water  agriculture artisinal_mine clear cultivation habitation primary road water 
stitch_667,cloud haze
stitch_668,clear cultivation habitation primary road water clear primary clear primary agriculture partly_cloudy primary water 
stitch_669, agriculture clear primary clear primary agriculture partly_cloudy primary road 
stitch_670,clear primary partly_cloudy primary water  clear primary 
stitch_671,cloud haze
stitch_672,partly_cloudy primary partly_cloudy primary road water agriculture partly_cloudy primary water agriculture partly_cloudy primary 
stitch_673,partly_cloudy primary agriculture clear primary road clear primary clear primary 
stitch_674,cloud haze
stitch_675, agriculture partly_cloudy primary road clear primary clear primary 
stitch_676,partly_cloudy primary partly_cloudy primary clear primary clear primary 
stitch_677,clear primary partly_cloudy primary clear habitation road clear cultivation primary 
stitch_678,artisinal_mine bare_ground clear primary water clear primary clear primary clear primary water 
stitch_679,agriculture clear cultivation primary clear primary agriculture partly_cloudy primary water agriculture clear primary water 
stitch_680,clear primary agriculture partly_cloudy primary road agriculture clear  
stitch_681,clear primary partly_cloudy primary clear primary clear primary water 
stitch_682,agriculture clear primary clear primary water clear primary  
stitch_683,cloud haze
stitch_684,partly_cloudy primary clear primary agriculture partly_cloudy primary agriculture clear cultivation primary 
stitch_685,clear primary clear primary clear primary clear primary water 
stitch_686,clear primary clear primary clear primary road water clear primary 
stitch_687,agriculture cultivation partly_cloudy primary clear primary clear water clear primary 
stitch_688,blooming clear primary clear primary water clear cultivation habitation primary water bare_ground clear 
stitch_689,partly_cloudy primary water clear primary agriculture clear cultivation primary clear habitation primary road 
stitch_690,clear primary road water clear primary water partly_cloudy primary  
stitch_691,partly_cloudy primary water agriculture clear cultivation habitation primary road partly_cloudy primary artisinal_mine clear primary 
stitch_692,clear primary road agriculture clear primary  agriculture cultivation partly_cloudy primary 
stitch_693,clear primary water clear primary partly_cloudy primary clear primary 
stitch_694,clear primary water clear primary   
stitch_695,agriculture clear cultivation habitation primary  clear primary agriculture clear habitation primary road 
stitch_696,clear primary clear primary clear primary agriculture clear primary 
stitch_697,cultivation partly_cloudy primary water clear primary agriculture partly_cloudy primary  
stitch_698,agriculture partly_cloudy primary clear primary agriculture clear primary clear primary 
stitch_699, clear primary clear habitation primary road water clear primary 
stitch_700,clear primary agriculture clear primary  agriculture clear cultivation habitation primary 
stitch_701,clear water partly_cloudy primary agriculture clear primary water agriculture clear habitation primary road water 
stitch_702,agriculture cultivation partly_cloudy primary agriculture clear cultivation primary water clear primary water clear primary water 
stitch_703,clear primary partly_cloudy primary blow_down  clear primary 
stitch_704,clear primary clear primary  partly_cloudy primary 
stitch_705,clear habitation primary road clear primary water agriculture clear primary agriculture clear cultivation primary 
stitch_706,agriculture clear primary water clear primary agriculture clear cultivation primary clear primary 
stitch_707,clear primary agriculture clear cultivation habitation primary clear primary agriculture partly_cloudy primary road 
stitch_708,agriculture partly_cloudy primary road agriculture clear primary agriculture cultivation partly_cloudy primary water clear primary road water 
stitch_709,agriculture clear road  agriculture clear primary road clear primary 
stitch_710,clear primary   clear primary 
stitch_711,agriculture clear primary clear primary water clear primary clear primary water 
stitch_712,partly_cloudy primary agriculture clear primary clear primary agriculture clear road 
stitch_713,bare_ground clear primary road clear primary clear primary  
stitch_714,agriculture clear primary clear primary partly_cloudy primary clear primary 
stitch_715,agriculture clear cultivation primary road clear primary clear cultivation primary clear primary 
stitch_716, clear primary water  clear primary 
stitch_717,clear primary partly_cloudy primary water artisinal_mine clear primary water agriculture cultivation partly_cloudy primary 
stitch_718,agriculture clear primary water clear primary road water clear cultivation primary slash_burn agriculture habitation partly_cloudy primary road 
stitch_719,agriculture blooming clear cultivation primary partly_cloudy primary clear primary clear primary water 
stitch_720,partly_cloudy primary agriculture habitation partly_cloudy primary clear primary agriculture clear cultivation primary road 
stitch_721,clear primary agriculture clear primary road clear cultivation primary partly_cloudy primary 
stitch_722,clear primary agriculture clear primary road agriculture clear primary road water  
stitch_723,clear primary agriculture clear primary agriculture clear cultivation primary road water clear primary 
stitch_724,partly_cloudy primary partly_cloudy primary water clear primary water clear cultivation primary 
stitch_725, agriculture clear primary water agriculture clear primary road water  
stitch_726, artisinal_mine bare_ground clear primary water clear primary road water clear primary 
stitch_727, clear primary clear primary  
stitch_728,agriculture partly_cloudy primary water clear cultivation primary agriculture clear primary clear primary 
stitch_729, clear primary agriculture clear primary road clear cultivation primary road water 
stitch_730,clear cultivation primary agriculture clear primary road blooming clear primary clear primary 
stitch_731,partly_cloudy primary clear primary agriculture partly_cloudy primary agriculture clear primary water 
stitch_732,clear habitation primary road water clear primary partly_cloudy primary clear primary 
stitch_733,clear primary  clear primary clear primary 
stitch_734,clear primary water clear primary clear primary clear primary water 
stitch_735,clear primary clear primary water agriculture partly_cloudy primary road clear primary road water 
stitch_736,clear primary agriculture partly_cloudy primary road clear primary clear primary 
stitch_737,agriculture clear cultivation primary road partly_cloudy primary clear primary clear primary 
stitch_738,clear primary  clear primary water agriculture clear primary water 
stitch_739,agriculture clear primary road clear primary road water clear primary partly_cloudy primary road 
stitch_740,clear primary  clear primary clear primary 
stitch_741,clear primary  agriculture partly_cloudy primary road clear primary water 
stitch_742,clear primary agriculture partly_cloudy primary  clear primary 
stitch_743,clear cultivation habitation primary road agriculture clear habitation primary road partly_cloudy primary bare_ground clear primary 
stitch_744,agriculture clear primary road partly_cloudy primary clear primary  
stitch_745,bare_ground clear clear primary clear primary clear primary 
stitch_746,clear primary clear primary agriculture clear cultivation habitation primary water agriculture clear habitation primary road 
stitch_747,bare_ground clear conventional_mine primary road clear primary road water clear primary clear primary blooming 
stitch_748,clear primary water agriculture clear primary clear primary water habitation partly_cloudy primary water 
stitch_749,clear primary agriculture clear primary road agriculture clear primary road agriculture clear habitation primary road 
stitch_750,partly_cloudy primary agriculture clear primary road clear primary water clear cultivation primary 
stitch_751,artisinal_mine clear primary clear primary water agriculture clear cultivation primary  
stitch_752,agriculture partly_cloudy primary road agriculture clear habitation primary road clear primary water clear primary road water 
stitch_753,partly_cloudy primary bare_ground partly_cloudy primary  agriculture clear primary water 
stitch_754,agriculture clear primary road agriculture partly_cloudy primary road partly_cloudy primary agriculture clear habitation primary 
stitch_755,agriculture partly_cloudy primary water clear primary clear primary clear primary 
stitch_756,clear primary clear primary agriculture clear primary agriculture clear cultivation primary 
stitch_757,clear primary road clear primary agriculture clear primary water agriculture clear primary 
stitch_758,clear primary clear primary clear primary clear primary 
stitch_759, clear primary bare_ground clear primary clear primary 
stitch_760,agriculture partly_cloudy primary water clear primary clear primary  
stitch_761,agriculture cultivation partly_cloudy primary selective_logging clear primary water clear primary water clear cultivation primary 
stitch_762,clear primary clear primary clear primary clear primary road water 
stitch_763,clear water clear primary water agriculture clear cultivation habitation primary road clear primary 
stitch_764,agriculture clear cultivation primary clear primary clear primary clear primary 
stitch_765,clear primary clear primary clear primary partly_cloudy primary 
stitch_766,agriculture clear habitation primary road agriculture cultivation habitation partly_cloudy primary road  clear cultivation habitation primary road water 
stitch_767,agriculture clear habitation primary road water agriculture clear cultivation habitation primary road clear primary  
stitch_768,agriculture clear primary road clear primary clear primary clear primary 
stitch_769,cloud haze
stitch_770,agriculture clear primary agriculture clear habitation road clear primary cultivation habitation partly_cloudy primary road water 
stitch_771,agriculture clear cultivation cultivation primary agriculture clear primary road partly_cloudy primary agriculture clear habitation primary road 
stitch_772,agriculture clear cultivation primary road clear primary  clear primary 
stitch_773,partly_cloudy primary agriculture partly_cloudy primary water clear primary agriculture clear primary water 
stitch_774,cloud haze
stitch_775,artisinal_mine partly_cloudy primary road water  clear primary clear primary 
stitch_776,clear primary clear primary water agriculture clear primary road clear primary 
stitch_777,clear primary clear primary clear cultivation habitation primary agriculture clear cultivation primary 
stitch_778,clear primary  clear habitation primary water clear primary 
stitch_779,clear primary clear primary clear primary water  
stitch_780,clear primary road water clear primary agriculture clear cultivation primary agriculture clear cultivation primary 
stitch_781,cloud haze
stitch_782,  clear primary partly_cloudy primary 
stitch_783,partly_cloudy primary clear primary agriculture clear primary road water clear primary 
stitch_784,cloud haze
stitch_785,agriculture clear cultivation primary agriculture cultivation partly_cloudy primary partly_cloudy primary agriculture partly_cloudy primary road 
stitch_786,agriculture clear primary road clear primary road water  partly_cloudy primary 
stitch_787,clear primary partly_cloudy primary partly_cloudy primary clear primary 
stitch_788,partly_cloudy primary blow_down clear primary clear primary road water clear primary 
stitch_789,clear primary  clear primary water agriculture clear habitation primary road 
stitch_790,agriculture clear primary road agriculture clear habitation primary road water clear primary clear primary 
stitch_791,clear cultivation primary road slash_burn  agriculture partly_cloudy primary road water clear primary 
stitch_792, agriculture partly_cloudy primary agriculture clear primary  
stitch_793,partly_cloudy primary water agriculture cultivation partly_cloudy primary clear primary partly_cloudy primary 
stitch_794, agriculture habitation partly_cloudy primary water agriculture clear primary road  
stitch_795,clear primary clear primary agriculture clear primary clear cultivation primary 
stitch_796,clear primary clear habitation road water clear primary partly_cloudy primary 
stitch_797,partly_cloudy primary agriculture clear primary road clear primary clear primary 
stitch_798,agriculture partly_cloudy primary road agriculture clear primary clear primary clear primary 
stitch_799,clear primary clear primary clear habitation primary road water  
stitch_800,agriculture clear primary road partly_cloudy primary partly_cloudy primary clear primary 
stitch_801,agriculture clear cultivation water agriculture clear habitation primary road clear primary  
stitch_802, partly_cloudy primary road clear cultivation primary water clear primary 
stitch_803,partly_cloudy primary clear primary water clear primary clear primary 
stitch_804, clear primary clear primary  
stitch_805,clear primary agriculture clear primary road agriculture partly_cloudy primary  
stitch_806,clear primary clear primary agriculture habitation partly_cloudy primary road clear primary 
stitch_807,  clear primary partly_cloudy primary 
stitch_808, clear primary water clear primary  
stitch_809,clear primary agriculture clear primary clear primary clear primary road 
stitch_810, clear primary partly_cloudy primary clear primary 
stitch_811,clear primary clear primary agriculture partly_cloudy primary clear primary 
stitch_812,agriculture clear primary road clear habitation primary road water  agriculture clear primary road 
stitch_813,clear primary clear primary water clear primary clear primary 
stitch_814,clear primary water partly_cloudy primary   
stitch_815,agriculture clear cultivation primary partly_cloudy primary clear cultivation primary  
stitch_816,cloud haze
stitch_817,cloud haze
stitch_818,agriculture partly_cloudy primary clear primary clear cultivation habitation primary clear primary 
stitch_819,cloud haze
stitch_820,clear cultivation habitation primary clear primary clear primary clear primary selective_logging 
stitch_821,clear water agriculture clear habitation primary road water clear primary agriculture cultivation partly_cloudy primary 
stitch_822,bare_ground clear cultivation primary clear primary agriculture partly_cloudy primary clear water 
stitch_823,clear primary clear primary clear primary agriculture clear primary road 
stitch_824,agriculture habitation partly_cloudy primary road  blooming partly_cloudy primary agriculture clear cultivation primary road 
stitch_825, agriculture clear primary agriculture cultivation partly_cloudy primary road clear water 
stitch_826,partly_cloudy primary  clear primary water partly_cloudy primary 
stitch_827,clear primary partly_cloudy primary clear primary water clear primary 
stitch_828,clear primary clear primary agriculture clear cultivation primary partly_cloudy primary water 
stitch_829, clear primary clear primary agriculture clear habitation primary road 
stitch_830,agriculture partly_cloudy primary road  agriculture clear primary clear water 
stitch_831,agriculture clear primary partly_cloudy primary agriculture clear cultivation primary road  
stitch_832,agriculture clear cultivation primary water agriculture clear primary partly_cloudy primary clear primary 
stitch_833,agriculture cultivation partly_cloudy primary water  agriculture partly_cloudy primary water agriculture clear cultivation habitation primary road water 
stitch_834,partly_cloudy primary agriculture partly_cloudy primary cultivation habitation partly_cloudy primary agriculture clear cultivation primary road 
stitch_835, clear primary agriculture clear habitation primary road agriculture clear primary road 
stitch_836, partly_cloudy primary water clear primary clear primary 
stitch_837,clear cultivation primary water clear water clear cultivation primary clear primary 
stitch_838,clear primary water clear primary water clear primary clear primary 
stitch_839,clear primary clear primary agriculture clear primary clear primary 
stitch_840, agriculture clear primary road agriculture clear primary agriculture partly_cloudy primary 
stitch_841,cloud haze
stitch_842, partly_cloudy primary clear primary partly_cloudy primary 
stitch_843,clear primary road water partly_cloudy primary agriculture clear primary road water clear primary 
stitch_844,clear primary agriculture clear habitation primary road partly_cloudy primary water  
stitch_845,partly_cloudy primary agriculture partly_cloudy primary clear primary clear primary 
stitch_846,clear primary agriculture clear primary slash_burn clear primary clear primary 
stitch_847,agriculture partly_cloudy primary water agriculture clear cultivation primary road  agriculture partly_cloudy primary road 
stitch_848,clear primary clear primary   
stitch_849,cloud haze
stitch_850,agriculture clear habitation primary  partly_cloudy primary clear primary 
stitch_851,agriculture clear habitation primary road clear primary  clear primary 
stitch_852,artisinal_mine clear primary water clear primary clear primary clear primary 
stitch_853,agriculture clear habitation primary road water  clear primary artisinal_mine bare_ground clear habitation primary road water 
stitch_854,bare_ground clear habitation primary water partly_cloudy primary water agriculture partly_cloudy primary road partly_cloudy primary 
stitch_855,clear primary clear primary clear primary  
stitch_856, agriculture clear primary clear primary clear primary 
stitch_857,clear primary agriculture clear primary road clear primary clear primary water 
stitch_858,clear primary clear primary road water agriculture clear primary clear primary 
stitch_859,agriculture clear habitation primary road agriculture clear cultivation habitation primary road water clear primary partly_cloudy primary 
stitch_860, clear water partly_cloudy primary partly_cloudy primary 
stitch_861,agriculture clear cultivation primary water  agriculture clear cultivation primary slash_burn clear primary 
stitch_862,clear primary water clear primary road agriculture partly_cloudy primary road agriculture clear primary water 
stitch_863, agriculture clear cultivation habitation primary artisinal_mine clear primary water clear primary 
stitch_864, clear primary clear primary agriculture partly_cloudy primary road water 
stitch_865,clear primary  clear primary  
stitch_866,agriculture clear primary road partly_cloudy primary water clear primary water clear primary 
stitch_867, clear primary clear primary agriculture clear cultivation primary road 
stitch_868,clear primary  clear primary agriculture clear habitation primary road 
stitch_869,clear primary clear primary road water clear primary clear primary 
stitch_870,agriculture clear primary road  clear primary clear primary 
stitch_871,clear primary clear primary clear primary clear primary 
stitch_872,agriculture clear habitation primary road clear primary clear primary agriculture clear cultivation habitation primary 
stitch_873,clear primary road water agriculture clear primary road water agriculture clear primary clear primary 
stitch_874,agriculture clear cultivation primary clear primary water clear primary agriculture clear primary road 
stitch_875,partly_cloudy primary  clear primary blow_down clear primary 
stitch_876,clear primary agriculture cultivation partly_cloudy primary agriculture cultivation habitation partly_cloudy primary road water clear primary 
stitch_877,clear primary partly_cloudy primary water clear habitation primary water partly_cloudy primary 
stitch_878,cloud haze
stitch_879,clear primary  clear primary agriculture clear habitation primary road 
stitch_880,agriculture clear cultivation primary  clear primary clear primary 
stitch_881,clear primary agriculture clear primary bare_ground clear cultivation primary road water clear primary 
stitch_882,clear primary clear primary water clear primary clear primary 
stitch_883,cloud haze
stitch_884,clear primary artisinal_mine clear primary water agriculture habitation partly_cloudy primary road water clear primary 
stitch_885,cloud haze
stitch_886,agriculture clear primary clear cultivation habitation primary road partly_cloudy primary water agriculture cultivation partly_cloudy primary water 
stitch_887,agriculture clear primary road agriculture clear primary road partly_cloudy primary bare_ground cultivation habitation partly_cloudy primary 
stitch_888,clear primary road agriculture clear cultivation habitation primary road water clear primary clear primary 
stitch_889,agriculture cultivation partly_cloudy primary water clear primary clear primary agriculture clear primary 
stitch_890,partly_cloudy primary  clear primary agriculture clear habitation primary road 
stitch_891, clear primary bare_ground clear road clear primary 
stitch_892,clear primary  clear primary agriculture clear primary 
stitch_893,clear primary clear primary clear primary  
stitch_894,agriculture clear primary road  clear primary partly_cloudy primary 
stitch_895,clear primary agriculture clear habitation primary road partly_cloudy primary clear primary 
stitch_896,clear primary  partly_cloudy primary partly_cloudy primary 
stitch_897,clear primary  clear primary clear cultivation primary water 
stitch_898, agriculture clear habitation primary road agriculture partly_cloudy primary road clear primary 
stitch_899,agriculture clear cultivation primary clear primary agriculture partly_cloudy primary water partly_cloudy primary 
stitch_900,agriculture clear primary clear primary partly_cloudy primary clear primary 
stitch_901,partly_cloudy primary clear primary water clear primary agriculture clear cultivation habitation primary road 
stitch_902,cloud haze
stitch_903,agriculture clear primary water  agriculture clear habitation primary road agriculture clear habitation primary road 
stitch_904,clear primary partly_cloudy primary clear primary water agriculture partly_cloudy primary water 
stitch_905,clear primary agriculture clear cultivation primary road clear primary agriculture habitation partly_cloudy primary road water 
stitch_906,partly_cloudy primary agriculture clear primary road clear primary clear primary water 
stitch_907,clear cultivation habitation primary agriculture clear primary road  clear primary water 
stitch_908,agriculture clear habitation primary road clear primary agriculture partly_cloudy primary clear primary 
stitch_909,partly_cloudy primary water agriculture cultivation partly_cloudy primary water clear primary  
stitch_910,agriculture clear partly_cloudy primary agriculture cultivation partly_cloudy primary agriculture clear primary road 
stitch_911,agriculture partly_cloudy primary  clear primary agriculture partly_cloudy primary road water 
